ticker,tradeDate,orIvXern20d,slope,slopeInf,deriv,derivInf,orHv20d,iv30d,iv60d,iv90d,divYield
MS,2007-01-03,20.01,2.02908,3.5418,0.0013,0.087,21.96,19.47,20.54,21.39,1.3
MS,2007-01-04,19.77,1.31586,3.31641,0.0009,0.0901,21.41,19.35,20.47,21.28,1.3
MS,2007-01-05,21.3,2.46753,3.39035,0.0383,0.0724,20.63,20.44,21.49,21.83,1.3
MS,2007-01-08,20.07,2.22872,3.42312,0.0013,0.0805,20.75,19.81,20.66,21.5,1.3
MS,2007-01-09,20.16,2.31097,3.33306,0.0018,0.0836,21.02,19.68,20.72,21.6,1.3
MS,2007-01-10,19.79,2.64699,3.32047,0.0014,0.0969,20.75,19.5,20.44,21.37,1.3
MS,2007-01-11,20.19,2.74491,3.43955,0.0017,0.0913,21.32,19.67,20.59,21.08,1.3
MS,2007-01-12,19.33,3.32498,3.50136,0.0017,0.0885,21.46,18.83,19.91,20.66,1.3
MS,2007-01-16,20.45,2.12881,3.30735,0.002,0.0761,21.15,20.67,20.95,21.18,1.3
MS,2007-01-17,20.03,2.59448,3.24869,0.0019,0.0797,21.23,19.93,20.6,21.13,1.3
MS,2007-01-18,19.82,1.67749,3.50752,0.0017,0.0785,20.89,19.82,20.36,20.77,1.3
MS,2007-01-19,18.95,2.10232,3.64922,0.0022,0.0742,21.75,19.43,19.9,20.26,1.3
MS,2007-01-22,18.58,2.75839,3.27818,0.0161,0.1005,21.35,19.25,18.92,19.72,1.3
MS,2007-01-23,18.16,2.19022,3.43837,0.0014,0.0939,21.29,18.82,19.09,19.87,1.3
MS,2007-01-24,17.74,2.09656,3.1591,0.0008,0.1119,21.11,18.65,18.58,18.86,1.3
MS,2007-01-25,19.36,2.31717,3.61512,0.002,0.0778,22,19.93,20.01,20.39,1.3
MS,2007-01-26,19.38,1.88449,3.26912,0.0012,0.0817,22.91,19.73,19.89,20.39,1.3
MS,2007-01-29,21.1,2.19573,3.37001,0.0028,0.0911,22.94,20.96,21.31,21.51,1.3
MS,2007-01-30,20.39,1.88525,3.39149,0.0026,0.0705,23.02,20.83,20.94,21.51,1.3
MS,2007-01-31,19.88,2.96647,3.29176,0.002,0.0914,23.05,20.23,20.4,20.95,1.3
MS,2007-02-01,19.68,2.77718,3.15169,0.0024,0.1114,23.87,19.91,20.16,20.62,1.3
MS,2007-02-02,19.53,2.67899,3.3788,0.0023,0.0972,23.92,19.31,19.98,20.35,1.3
MS,2007-02-05,19.55,2.86616,3.19124,0.0036,0.0856,23.57,20.02,20.28,20.82,1.3
MS,2007-02-06,19.36,2.26028,3.29125,0.0025,0.1114,23.38,19.74,20.01,20.51,1.3
MS,2007-02-07,19.25,2.80113,3.22884,0.0026,0.1027,23.09,19.62,19.89,20.32,1.3
MS,2007-02-08,19.4,2.37271,3.30194,0.003,0.1009,22.98,19.22,19.81,20.24,1.3
MS,2007-02-09,19.9,2.29955,3.27537,0.0059,0.094,22.63,20.16,20.53,20.98,1.3
MS,2007-02-12,21.13,1.57381,3.38831,0.0037,0.0863,23.89,21.81,21.56,21.85,1.3
MS,2007-02-13,20.34,1.40848,3.28244,0.0047,0.0778,24.46,21.2,20.89,21.22,1.3
MS,2007-02-14,19.76,2.46728,3.30738,0.0188,0.1093,24.64,20.88,20.78,21.09,1.3
MS,2007-02-15,20.4,1.72252,3.2809,0.0043,0.0842,25.02,20.86,20.79,21.17,1.3
MS,2007-02-16,19.98,1.68044,3.21762,0.0005,0.0796,24.36,20.49,20.8,21.07,1.3
MS,2007-02-20,19.3,2.89903,3.36038,0.0452,0.0784,24.45,20.14,20.17,20.64,1.3
MS,2007-02-21,18.54,3.30653,3.08354,0.0003,0.0961,23.5,19.54,19.99,20.49,1.3
MS,2007-02-22,18.99,2.58392,3.07023,0.0002,0.093,23.53,19.11,19.49,20.09,1.3
MS,2007-02-23,20.83,2.32325,3.08745,0.0589,0.0771,22.81,21.3,20.98,21.41,1.3
MS,2007-02-26,22.28,2.83984,3.27738,0.0463,0.0635,21.89,23.34,22.63,22.75,1.4
MS,2007-02-27,28.7,2.79112,3.03363,0.0309,0.0635,24.09,31.41,26.85,26.15,1.5
MS,2007-02-28,26.07,1.70749,3.28955,0.015,0.0659,28.61,27.18,25.37,25.03,1.4
MS,2007-03-01,26.57,1.85532,2.91442,0.0083,0.0821,29.44,27.96,25.71,25.12,1.4
MS,2007-03-02,27.56,2.71023,3.00942,0.0003,0.0552,30.37,29.93,28.02,26.92,1.5
MS,2007-03-05,30.77,2.11097,2.98069,0.1238,0.0749,30.94,32.95,29.19,28.04,1.5
MS,2007-03-06,26.98,2.87589,3.23651,0.024,0.0752,32.56,29.56,27.47,26.19,1.5
MS,2007-03-07,22.47,2.79748,3.39181,0.0101,0.0714,33.26,28.17,26.2,25.29,1.5
MS,2007-03-08,20.76,3.37783,3.2968,0.0188,0.0814,33.53,27.55,25.83,25.07,1.4
MS,2007-03-09,19.67,3.14812,3.39968,0.0465,0.0756,34.24,26.19,24.89,24.08,1.4
MS,2007-03-12,19.79,3.03883,3.65654,0.0679,0.0858,34.36,28.45,25.66,24.61,1.4
MS,2007-03-13,28.01,3.325,3.64691,0.0944,0.0839,33.56,32.53,30.98,29.17,1.5
MS,2007-03-14,23.17,3.30268,3.63232,0.0495,0.0899,36.47,31.05,29.77,28.36,1.5
MS,2007-03-15,21.54,3.45872,3.46474,0.067,0.0908,37.68,29.24,28.01,26.71,1.4
MS,2007-03-16,21.41,2.91224,3.46843,0.0461,0.0869,37.98,28.79,27.88,26.98,1.5
MS,2007-03-19,25.16,3.04568,3.48565,0.0662,0.0802,38.03,27.39,25.81,25.28,1.4
MS,2007-03-20,19.69,2.74884,3.42313,0.0352,0.091,38.05,23.98,22.46,22.5,1.4
MS,2007-03-21,21.44,2.27221,3.19619,0.0459,0.0809,38.07,21.82,21.73,21.65,1.3
MS,2007-03-22,22.34,2.8238,3.30473,0.0408,0.0796,41.91,22.38,22.85,22.73,1.3
MS,2007-03-23,21.62,2.69069,3.51852,0.0232,0.0731,41.87,21.41,22.33,22.29,1.3
MS,2007-03-26,22.98,3.13184,3.5845,0.0422,0.0749,41.37,23.29,23.35,23.32,1.3
MS,2007-03-27,24.09,2.65244,3.50329,0.0267,0.0815,40.19,25.24,23.93,23.72,1.4
MS,2007-03-28,24.82,2.31849,3.36099,0.0218,0.0734,37.01,25.72,24.52,24.44,1.4
MS,2007-03-29,24.82,2.36372,3.52672,0.0209,0.0743,36.81,24.93,24.99,24.62,1.4
MS,2007-03-30,24.4,2.62844,3.5035,0.022,0.0788,36.1,24.39,24.61,24.5,1.4
MS,2007-04-02,24.96,2.50224,3.52392,0.018,0.0724,35.71,24.94,25.04,24.85,1.4
MS,2007-04-03,24.29,1.38998,3.5032,0.0437,0.0714,34.44,24.13,24.79,24.35,1.3
MS,2007-04-04,24.14,1.94379,3.47132,0.03,0.0666,34.06,23.9,24.38,24.05,1.4
MS,2007-04-05,23.47,1.67142,3.76707,0.0218,0.0671,33.81,22.82,23.76,23.74,1.3
MS,2007-04-09,24.13,2.26482,3.68711,0.0361,0.0691,33.2,24.55,24.37,23.98,1.3
MS,2007-04-10,23.37,2.32305,3.52217,0.0339,0.0592,32.86,23.66,23.64,23.23,1.3
MS,2007-04-11,24.26,2.47099,3.73611,0.0439,0.0846,32.68,24,24.16,23.94,1.4
MS,2007-04-12,23.98,2.65634,3.70601,0.0599,0.0711,28.93,23.47,23.83,23.77,1.3
MS,2007-04-13,23.66,2.81931,3.64797,0.0622,0.089,27.37,23.17,23.6,23.56,1.4
MS,2007-04-16,22,2.11253,3.91301,0.0032,0.0804,26.95,22.42,22.29,22.16,1.3
MS,2007-04-17,21.92,2.01462,3.70509,0.002,0.0668,27.65,22.98,22.19,21.53,1.3
MS,2007-04-18,22.25,1.68314,3.74751,0.0021,0.0606,27.57,23.58,22.57,21.76,1.3
MS,2007-04-19,22.2,1.92835,3.70085,0.003,0.0749,27.65,23.43,22.45,21.69,1.3
MS,2007-04-20,21.12,2.00573,3.88684,0.0016,0.0599,22.52,21.68,21.53,21.42,1.3
MS,2007-04-23,20.55,2.466,3.87556,0.0179,0.0761,22.63,21.45,21.02,20.93,1.3
MS,2007-04-24,20.31,2.44097,3.77587,0.0102,0.0918,22.71,21.27,20.7,20.77,1.3
MS,2007-04-25,19.4,2.07305,3.87343,0.0448,0.0964,22.47,20.36,20.17,20.04,1.3
MS,2007-04-26,20.14,2.38582,3.83727,0.0354,0.0857,22.43,20.8,20.84,20.57,1.3
MS,2007-04-27,19.68,1.88097,3.86788,0.04,0.0756,21.66,20.54,20.46,20.29,1.3
MS,2007-04-30,20.8,2.3636,3.78856,0.0262,0.0727,21.19,21.95,21.22,20.96,1.3
MS,2007-05-01,21.6,2.75708,3.86352,0.0183,0.0823,21.08,22.22,21.77,21.24,1.3
MS,2007-05-02,21.54,1.72344,3.94849,0.0221,0.0994,21.22,22.36,21.64,21.07,1.3
MS,2007-05-03,20.7,2.27733,3.91347,0.062,0.0763,20.97,21.54,21.03,20.62,1.3
MS,2007-05-04,21.18,2.29571,3.97871,0.0022,0.0749,21.24,21.79,21.64,21.57,1.2
MS,2007-05-07,21.44,2.36123,3.89686,0.0779,0.0756,21.59,22.78,21.73,21.45,1.3
MS,2007-05-08,21.98,2.11992,3.93016,0.0744,0.0836,21.93,23.32,22.14,21.8,1.3
MS,2007-05-09,21.97,2.79141,4.10962,0.0608,0.0711,21.92,22.7,22.28,21.97,1.3
MS,2007-05-10,22.76,2.32487,3.99991,0.069,0.0719,21.75,23.36,22.85,22.68,1.3
MS,2007-05-11,21.94,2.86333,4.07355,0.0771,0.0835,22.04,22.63,22.02,21.81,1.3
MS,2007-05-14,21.84,2.40424,4.08509,0.0561,0.076,21.68,22.87,22.11,22.05,1.3
MS,2007-05-15,21.48,2.53529,3.91552,0.0018,0.0759,20.68,22.5,21.9,21.82,1.3
MS,2007-05-16,21.41,3.47899,4.06578,0.0021,0.076,21.79,22.19,21.72,21.71,1.3
MS,2007-05-17,20.81,3.18624,3.91824,0.004,0.0866,21.15,21.32,21.25,21.39,1.3
MS,2007-05-18,21.07,2.29242,3.8746,0.0673,0.0925,19.81,21.31,21.47,21.61,1.3
MS,2007-05-21,20.35,1.37673,4.21096,0.0043,0.09,19.77,20.62,20.91,21.22,1.3
MS,2007-05-22,20.22,1.97141,4.11819,0.0391,0.0803,19.85,20.65,20.83,20.96,1.3
MS,2007-05-23,19.98,1.90653,4.11095,0.0037,0.0798,19.62,20.38,20.59,20.7,1.3
MS,2007-05-24,20.38,1.39762,3.87907,0.0225,0.0749,19.44,20.73,20.77,20.99,1.3
MS,2007-05-25,21.22,3.69788,4.09024,0.0683,0.0859,20.66,21.37,22.07,22.46,1.3
MS,2007-05-29,21.08,2.67944,3.85108,0.0753,0.1093,20.49,21.06,21.51,21.91,1.3
MS,2007-05-30,19.84,2.91204,4.19714,0.0603,0.0956,20.54,20.6,20.44,20.85,1.3
MS,2007-05-31,20.2,2.8744,4.26737,0.0595,0.0871,20.28,20.76,21.26,21.54,1.3
MS,2007-06-01,16.96,3.1861,4.20379,0.0813,0.1058,20.68,20.33,20.86,21.1,1.3
MS,2007-06-04,20.58,2.93722,4.15608,0.0593,0.0901,20.68,22.17,21.79,21.64,1.3
MS,2007-06-05,18.8,2.77041,3.93995,0.0785,0.089,20.31,22.6,22.5,22.14,1.3
MS,2007-06-06,18.08,3.09891,4.21182,0.0479,0.0895,19.88,23.22,23.1,22.76,1.3
MS,2007-06-07,21.24,1.43102,4.12723,0.095,0.0759,20.14,26.93,26.47,25.6,1.3
MS,2007-06-08,21.21,1.68291,4.02238,0.0547,0.0932,22.16,24.44,24.56,24.03,1.2
MS,2007-06-11,19.96,1.7387,4.10384,0.0003,0.0969,23.1,27.05,25.81,24.82,1.2
MS,2007-06-12,21.27,1.967,4.12289,0.0523,0.0899,23.71,28.57,27.42,26.08,1.2
MS,2007-06-13,19.43,1.98964,4.12479,0.038,0.0876,24.73,26.33,25.37,24.32,1.2
MS,2007-06-14,18.96,1.73518,3.93928,0.0264,0.1063,24.74,25.53,24.89,24.23,1.2
MS,2007-06-15,19.62,1.49824,3.90743,0.0472,0.094,25.03,26.61,25.81,25.02,1.2
MS,2007-06-18,23.36,0.0375444,3.40955,0.0036,0.0819,25.76,29.76,26.49,25.88,1.2
MS,2007-06-19,22.92,0.409985,3.47115,0.0295,0.0774,25.94,27.84,25.25,24.79,1.2
MS,2007-06-20,24.28,0.124429,3.26004,0.0153,0.0819,26.04,24,24.3,24.03,1.2
MS,2007-06-21,24.44,0.340329,3.24659,0.0394,0.0846,27.09,23.95,24.43,24.54,1.2
MS,2007-06-22,27.96,0.90774,3.28202,0.0698,0.082,27.4,28.1,27.53,27,1.3
MS,2007-06-25,28.92,1.23391,3.02231,0.0762,0.092,28.06,29.79,27.88,27.01,1.3
MS,2007-06-26,28.88,1.09231,3.06567,0.0719,0.0702,29.07,29.47,27.48,27.58,1.3
MS,2007-06-27,26.83,1.76939,3.24422,0.0658,0.08,29.01,26.76,26.44,25.85,1.3
MS,2007-06-28,26.21,2.06589,3.34147,0.0951,0.0919,29.57,26.43,25.65,25.4,1.3
MS,2007-06-29,27.53,2.71822,3.23866,0.052,0.0939,29.13,27.65,27.18,26.39,1.3
MS,2007-07-03,25.91,3.91229,3.67935,0.0014,0.1003,30.67,25.83,25.67,25.34,1.5
MS,2007-07-05,28.03,2.13081,3.338,0.0233,0.0795,31.44,28.22,27.64,26.81,1.5
MS,2007-07-06,27.34,2.18245,3.18724,0.0232,0.1067,31.37,27.59,27.25,26.56,1.5
MS,2007-07-09,26.4,2.71727,3.38603,0.0033,0.1041,30.05,27.02,26.3,26.36,1.5
MS,2007-07-10,28.39,2.52662,3.27823,0.0655,0.0927,28.94,29.2,28.28,27.83,1.5
MS,2007-07-11,28.08,2.56086,3.79495,0.0756,0.0856,29.61,28.86,27.9,27.39,1.5
MS,2007-07-12,26.88,2.57089,3.6837,0.0017,0.064,29.1,26.84,26.7,26.9,1.5
MS,2007-07-13,26.45,1.45171,3.60072,0.0457,0.0889,29.06,26.18,26.32,26.67,1.5
MS,2007-07-16,28.49,1.80715,3.66246,0.0031,0.0795,29.32,28.48,28.1,27.86,1.5
MS,2007-07-17,27.92,1.81172,3.39656,0.0015,0.0755,28.98,26.72,27.29,27.78,1.5
MS,2007-07-18,30.08,2.54815,3.70683,0.0859,0.0783,28.72,30.34,29.65,29.09,1.5
MS,2007-07-19,31.23,2.64805,3.5557,0.1251,0.0828,29.93,30.7,30.63,30.57,1.5
